,node
1233,33738027
1234,34606385
1235,328109363
1236,16665912
1237,8301881
1238,61353275
1239,192400701
1240,98069822
1241,136490303
1242,326829963
1243,142799414
1244,39587142
1245,4607305
1246,155512141
1247,297381201
1248,32058708
1249,84159829
1250,2207062
1251,238169431
1252,5066075
1253,3714397
1254,156462433
1255,55094627
1256,159537914
1257,153128763
1258,24268139
1259,198956946
1260,115584368
1261,433245556
1262,3050874
1263,8433021
1264,185724287
1265,277722179
1266,419442053
1267,16813453
1268,32656784
1269,78352963
1270,299268998
1271,302083479
1272,143355288
1273,196821159
1274,69024
1275,106057121
1276,3853730
1277,140438947
1278,8064241
1279,257585102
1280,14413225
1281,15347121
1282,195603895
1283,151612861
1284,15117760
1285,313101761
1286,167587266
1287,6933956
1288,320056777
1289,442682826
1290,444829132
1291,354766287
1292,4083153
1293,172895700
1294,50515417
1295,4263389
1296,439479776
1297,40873441
1298,150077149
1299,232834455
1300,55193064
1301,248116642
1302,260582890
1303,37350891
1304,32484847
1305,339441
1306,49901042
1307,71781876
1308,249834998
1309,34622973
1310,17542659
1311,21057032
1312,50425354
1313,6385163
1314,25513484
1315,2682383
1316,274059501
1317,77073937
1318,158289426
1319,152145428
1320,40971803
1321,384918106
1322,6868511
1323,51416611
1324,341634600
1325,176737837
1326,20262447
1327,303574583
1328,69021240
1329,15904320
1330,174345793
1331,3173954
1332,198270219
1333,17116741
1334,408399436
1335,28896847
1336,306712145
1337,121351764
1338,59657813
1339,1797725
1340,21769488
1341,14661563
1342,182334054
1343,322260583
1344,527904361
1345,6598251
1346,45461100
1347,185634417
1348,230436470
1349,82882168
1350,38522489
1351,73295807
1352,68300412
1353,4198014
1354,98076350
1355,2877376
1356,82088567
1357,209088140
1358,1202114
1359,98815634
1360,302362261
1361,306327192
1362,9744028
1363,414690974
1364,269446820
1365,23531175
1366,40849064
1367,176435312
1368,14298795
1369,223522476
1370,49598125
1371,22028950
1372,402472221
1373,240643760
1374,207253171
1375,12127926
1376,192319163
1377,35063045
1378,9416391
1379,211888076
1380,7217783
1381,317331975
1382,147508949
1383,7483094
1384,218742052
1385,30142170
1386,211332827
1387,338620615
1388,177434337
1389,5631716
1390,136195366
1391,104861415
1392,59305706
1393,58601195
1394,282348
1395,2682607
1396,9522929
1397,16551666
1398,11235063
1399,8228604
1400,76951293
1401,29904645
1402,12365574
1403,50777865
1404,5451530
1405,3084045
1406,405264
1407,16406488
1408,2912019
1409,23846190
1410,2084630
1411,4632344
1412,499775476
1413,6049568
1414,10579748
1415,87821617
1416,78688043
1417,23621420
1418,294785316
1419,8959965
1420,28888883
1421,248049460
1422,128577339
1423,334283402
1424,2387776
1425,451014470
1426,16838471
1427,133082956
1428,57634638
1429,7728976
1430,3362642
1431,139112276
1432,9138009
1433,21442399
1434,10522471
1435,6344554
1436,10131431
1437,279211884
1438,176967535
1439,209235826
1440,289073129
1441,174706552
1442,239349627
1443,5263231
1444,54731414
1445,44781447
1446,193736585
1447,255971991
1448,320237452
1449,55938959
1450,216543121
1451,28020626
1452,5902227
1453,30748568
1454,3993
1455,2060187
1456,524454049
1457,82677665
1458,82242886
1459,407777192
1460,135270319
1461,651188
1462,282903198
1463,138497975
1464,311252980
1465,71675834
1466,7794620
1467,19386303
1468,11087808
1469,322858957
1470,76763086
1471,3551184
1472,96399318
1473,287954937
1474,360463695
1475,8343516
1476,31895517
1477,249823
1478,194154466
1479,18419683
1480,399585252
1481,107958245
1482,227265617
1483,30019559
1484,108015592
1485,152631292
1486,408019623
1487,66007022
1488,2181032
1489,402140500
1490,12701694
1491,13889536
1492,90558473
1493,284479500
1494,313029293
1495,225296
1496,2155937
1497,21499925
1498,207745047
1499,99848216
1500,6090778
1501,93392924
1502,138612765
1503,262647839
1504,503131
1505,403722278
1506,405543
1507,138833961
1508,332197930
1509,132616235
1510,215289900
1511,4649650
1512,107360302
1513,7196721
1514,463425588
1515,26628150
1516,151808009
1517,11702328
1518,230191164
1519,6680638
1520,9351234
1521,15618120
1522,15151177
1523,140775498
1524,3059787
1525,192126107
1526,450719512
1527,17854543
1528,14004308
1529,20385877
1530,165548118
1531,423047255
1532,320028044
1533,201855074
1534,351490148
1535,453824618
1536,25145456
1537,1511537
1538,526381170
1539,197283955
1540,3166327
1541,36769914
1542,472633467
1543,46387324
1544,18731138
1545,14758021
1546,262345727
1547,341480754
1548,227340432
1549,230105795
1550,23924884
1551,37539989
1552,224262170
1553,9629855
1554,206237040
1555,473780386
1556,12914851
1557,487591
1558,38645929
1559,31938589
1560,4903097
1561,118970
1562,373690559
1563,291008
1564,433971915
1565,60461252
1566,27226309
1567,66719943
1568,217518280
1569,53451
1570,183636174
1571,143634639
1572,148877520
1573,383217876
1574,210604252
1575,276548986
1576,178497573
1577,151048416
1578,116846824
1579,34861290
1580,205779181
1581,33386735
1582,4870385
1583,921842
1584,116732149
1585,360558838
1586,354586877
1587,347230464
1588,2298114
1589,266744067
1590,122401030
1591,211546375
1592,166031626
1593,20640011
1594,337940749
1595,37327118
1596,8933650
1597,117125395
1598,2314516
1599,32354582
1600,26464536
1601,360724527
1602,86298909
1603,452444891
1604,17240356
1605,19960102
1606,189600039
1607,4075817
1608,49819948
1609,155570484
1610,43200823
1611,227379252
1612,823610
1613,49008956
1614,17396032
1615,15642949
1616,408842566
1617,18075975
1618,2273609
1619,267359749
1620,160526669
1621,291630477
1622,224287013
1623,9556315
1624,5657317
1625,35107170
1626,201019750
1627,152695153
1628,2765170
1629,2527608
1630,6885754
1631,136769920
1632,63738242
1633,202519275
1634,6132100
1635,413331853
1636,17592718
1637,30241169
1638,36434324
1639,1954198
1640,125776279
1641,177951128
1642,23327130
1643,86811375
1644,287199646
1645,101921519
1646,12251553
1647,53020742
1648,6754727
1649,337315911
1650,156193199
1651,11309494
1652,410708041
1653,95847156
1654,11170235
1655,93712831
1656,42193347
1657,168096502
1658,5272010
1659,36245970
1660,11547091
1661,2437588
1662,167637464
1663,3256795
1664,255742429
1665,64885220
1666,437144999
1667,321188332
1668,62280179
1669,1094133
1670,11719160
1671,384315900
1672,14430718
1673,8925695
1674,17027591
1675,370913800
1676,442585609
1677,295391755
1678,3256846
1679,4739599
1680,76681750
1681,3158555
1682,5231135
1683,172618273
1684,35246629
1685,137835049
1686,226095659
1687,282338056
1688,297669173
1689,83923510
1690,331452986
1691,116228874
1692,21066306
1693,7868995
1694,1806917
1695,65352264
1696,239529121
1697,30667339
1698,61870670
1699,3764819
1700,8925782
1701,3576410
1702,229880411
1703,429923979
1704,321352285
1705,61911650
1706,12710499
1707,200176228
1708,11407974
1709,8802921
1710,24949356
1711,243995245
1712,16167538
1713,220779123
1714,285215557
1715,8016503
1716,145834772
1717,365179
1718,123785852
1719,279571687
1720,212554368
1721,154636931
1722,88568004
1723,4742
1724,133034635
1725,72462988
1726,33837711
1727,131986064
1728,97792658
1729,112726677
1730,59298455
1731,65884828
1732,319672989
1733,7074462
1734,42611364
1735,4862630
1736,69063335
1737,1307306
1738,10007211
1739,124826284
1740,296874669
1741,104575773
1742,14774962
1743,269824693
1744,417133239
1745,147280624
1746,329339582
1747,9958082
1748,5755587
1749,635591
1750,224252620
1751,296374993
1752,48870101
1753,6845142
1754,63181528
1755,4952794
1756,291548
1757,221216208
1758,203704598
1759,378312827
1760,7361253
1761,24982311
1762,200990162
1763,50705135
1764,3511024
1765,24892145
1766,20763381
1767,7623414
1768,337425143
1769,3838713
1770,3314427
1771,11154173
1772,147739390
1773,248509189
1774,62083848
1775,374051593
1776,326893015
1777,8188687
1778,57578261
1779,227433951
1780,4821783
1781,117265177
1782,4567835
1783,42816285
1784,29897506
1785,218821411
1786,3552037
1787,267154214
1788,55489319
1789,234746664
1790,167768873
1791,244276701
1792,301863730
1793,258870
1794,94286651
1795,447294
1796,219493183
1797,240549344
1798,197137220
1799,7631670
1800,222219746
1801,11039566
1802,268096342
1803,13292375
1804,189700239
1805,294335329
1806,100365115
1807,14177126
1808,339112807
1809,6673260
1810,58872685
1811,271225711
1812,352931304
1813,15340402
1814,28529470
1815,493491065
1816,80667455
1817,416469885
1818,98923390
1819,2364287
1820,4166529
1821,7639938
1822,121196011
1823,10246294
1824,135082889
1825,8901518
1826,168883092
1827,418976661
1828,3011478
1829,38220695
1830,234296132
1831,235326959
1832,393515936
1833,152763888
1834,374993826
1835,115856291
1836,17068970
1837,30264818
1838,255817885
1839,204862388
1840,267189
1841,209359798
1842,245584823
1843,357922976
1844,396525046
1845,27235271
1846,296973256
1847,211656183
1848,197350350
1849,222313976
1850,185013207
1851,88036313
1852,291525594
1853,82654175
1854,238179298
1855,354382819
1856,316142565
1857,5354471
1858,52106216
1859,177361901
1860,117068782
1861,14291952
1862,265753586
1863,37934079
1864,374526976
1865,1307652
1866,42497034
1867,177542156
1868,55139842
1869,303883096
1870,424965139
1871,21528
1872,19665949
1873,54604830
1874,12686367
1875,3060770
1876,1405988
1877,5592103
1878,23041067
1879,418599983
1880,15627312
1881,19149873
1882,75166772
1883,117543990
1884,6804536
1885,248910906
1886,74355771
1887,3503169
1888,2831427
1889,155276358
1890,17364040
1891,36459593
1892,175141973
1893,61584470
1894,4764761
1895,118543451
1896,236057693
1897,1365086
1898,42964065
1899,131613542
1900,24532070
1901,10703975
1902,190224572
1903,30848110
1904,519402613
1905,7009401
1906,219722874
1907,6395004
1908,10073214
1909,46650498
1910,12460907
1911,71824517
1912,172577927
1913,10752876
1914,185741065
1915,29848722
1916,133618600
1917,35787924
1918,134259566
1919,188372118
1920,151532696
1921,142013593
1922,166089882
1923,20681883
1924,201260570
1925,190645104
1926,557716644
1927,453984483
1928,170841257
1929,22238378
1930,2331819
1931,3232940
1932,1750190
1933,190297268
1934,343856310
1935,133797047
1936,145019765
1937,379630787
1938,178541765
1939,347944134
1940,453549602
1941,122705119
1942,18281679
1943,52450512
1944,96253139
1945,221762772
1946,5010654
1947,2954463
1948,105829243
1949,5051622
1950,149460199
1951,6730985
1952,175215853
1953,6567151
1954,205526256
1955,450237681
1956,4912370
1957,156136696
1958,295040250
1959,119108479
1960,107640060
1961,292599039
1962,318076160
1963,24089857
1964,6059266
1965,13653258
1966,121206028
1967,339037741
1968,292648208
1969,210031891
1970,106763544
1971,173806874
1972,4560155
1973,246478112
1974,87741732
1975,102012197
1976,1348902
1977,205026599
1978,55416107
1979,234886447
1980,169145648
1981,7918898
1982,227988787
1983,315938103
1984,242119997
1985,5846336
1986,282670402
1987,321174318
1988,116487492
1989,214766920
1990,238474570
1991,130037070
1992,340038991
1993,4560208
1994,23795025
1995,234091862
1996,290002264
1997,10425689
1998,28489052
1999,371504479
2000,16364896
2001,202773858
2002,11744611
2003,84325737
2004,19387754
2005,269473132
2006,424695149
2007,1949245
2008,118166898
2009,203953527
2010,281597305
2011,315848063
2012,232789379
2013,1217925
2014,313457030
2015,289920393
2016,123663255
2017,166227522
2018,9311632
2019,412259731
2020,256604690
2021,4126104
2022,460805531
2023,3665477
2024,217585056
2025,8123809
2026,9123234
2027,344765339
2028,354309540
2029,295277989
2030,19805606
2031,5428651
2032,61535662
2033,339867055
2034,1971635
2035,17921463
2036,351907906
2037,395400635
2038,212891069
2039,59602373
2040,488961478
2041,291705761
2042,213185992
2043,6149578
2044,14489035
2045,451175924
2046,167564750
2047,31126992
2048,155448786
2049,27391445
2050,16192989
2051,461829598
2052,156915173
2053,96450024
2054,31561193
2055,168654314
2056,285584656
2057,9614833
2058,386610676
2059,243709432
2060,103806459
2061,56653308
2062,6174205
2063,8146517
2064,12809729
2065,30119426
2066,38262276
2067,6747653
2068,379713030
2069,186201319
2070,397129227
2071,267823247
2072,25638418
2073,12490262
2074,29513241
2075,5305882
2076,286201372
2077,294119685
2078,36025888
2079,9213476
2080,23746094
2081,136787503
2082,234731057
2083,2733618
2084,131883955
2085,8918583
2086,209196600
2087,497505204
2088,2651706
2089,2741173
2090,19674689
2091,442996293
2092,8656454
2093,54498897
2094,511071827
2095,13842006
2096,2045527
2097,38499932
2098,42743389
2099,4085342
2100,350656096
2101,19404385
2102,12105314
2103,123614819
2104,355689227
2105,99238844
2106,9213546
2107,44034322
2108,18380400
2109,36591221
2110,88544886
2111,424654457
2112,38188667
2113,66950783
2114,336926320
2115,5584517
2116,4339336
2117,53106313
2118,471643786
2119,376105239
2120,549295760
2121,253048467
2122,126424728
2123,218764953
2124,46102175
2125,3659432
2126,7829161
2127,174642119
2128,299857583
2129,144414387
2130,63870644
2131,199120567
2132,251090620
2133,58455742
2134,293304608
2135,273716937
2136,155367115
2137,258250446
2138,13022931
2139,497369
2140,63194
2141,350779099
2142,166082271
2143,939744
2144,177758320
2145,1382121
2146,19150571
2147,4265710
2148,168343282
2149,73619187
2150,342857462
2151,443479800
